control_ref,identifier_status,title_status,applicability_status,requirement_similarity,requirement_comparison_status,amendment_status,official_source_ref,official_pdf_pages,human_review_status,notes
14.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,112,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,112;113,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,113,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,113,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
14.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,113;114,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,114,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,114,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,114;115,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,115,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,115,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,115,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,115,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,115,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,115;116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.14,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.15,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.16,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.17,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.18,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,116;117,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.19,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,117,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.20,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,117,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.21,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,117,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
15.22,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,117;118,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.1,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,118,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.2,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,118,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.3,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,118,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.4,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,118,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.5,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,118;119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.6,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.7,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.8,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.9,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.10,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.11,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.12,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.13,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,119;120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.14,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.15,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.16,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.17,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.18,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.19,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.20,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.21,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.22,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.23,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.24,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,120;121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.25,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.26,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.27,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.28,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.29,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.30,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.31,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.32,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.33,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.34,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.35,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.36,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
16.37,MATCH,MATCH,MATCH,1.000000,NORMALIZED_EXACT,UNCHANGED_BY_18_2024,SRC-010,121,PENDING_G1_REVIEW,"Deterministic text comparison only; not a legal or domain approval. Workbook explanation, implementation guidance and cross-references are non-normative."
